kode_billing,tgl_billing,expired_billing,status,kd_kantor,dokumen,no_dok,tgl_dok,total_pungutan,total_dibayar,tgl_bayar,bank
620220200175117,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LP223466723SG20220215,2022-02-16,41000,41000,2022-02-21,POS INDONESIA
620220200232643,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ287458968SG20220218,2022-02-22,3000,3000,2022-02-27,POS INDONESIA
620220200127457,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UM615303021US20220204,2022-02-12,80000,80000,2022-02-17,POS INDONESIA
620220200007391,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222482999SG20220128,2022-02-02,81000,81000,2022-02-08,POS INDONESIA
620220200254675,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ299631629SG20220223,2022-02-24,2000,0,NA,NA
620220200085899,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,EN155571075JP20220206,2022-02-08,605000,605000,2022-02-09,PT. TOKOPEDIA
620220200221856,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,ES353229867KR20220221,2022-02-22,158000,158000,2022-02-26,POS INDONESIA
620220200270374,2022-02-25,2022-04-25,Kirim Billing,040600,17,ER402425613SG20220223,2022-02-25,510000,0,NA,NA
620220200046830,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP222967105SG20220202,2022-02-04,5000,5000,2022-02-12,POS INDONESIA
620220200177661,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RR146230475TW20220215,2022-02-17,14000,14000,2022-02-21,POS INDONESIA
620220200229642,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UV509661588UZ20220221,2022-02-22,2000,2000,2022-02-26,POS INDONESIA
620220200180169,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP590004625MY20220216,2022-02-17,2000,2000,2022-02-23,POS INDONESIA
620220200027327,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222392922SG20220201,2022-02-03,17000,17000,2022-02-10,POS INDONESIA
620220200092757,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223382802SG20220208,2022-02-09,10000,10000,2022-02-16,POS INDONESIA
620220200205096,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,CE455474015US20220216,2022-02-21,197000,197000,2022-02-25,POS INDONESIA
620220200251659,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ292154403SG20220219,2022-02-24,2000,0,NA,NA
620220200093695,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP037038066HK20220208,2022-02-09,41000,41000,2022-02-15,POS INDONESIA
620220200174589,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LP589903011MY20220210,2022-02-16,4000,4000,2022-02-19,POS INDONESIA
620220200253994,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,LP224048895SG20220223,2022-02-24,20000,20000,2022-02-28,POS INDONESIA
620220200228777,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP223379202SG20220211,2022-02-22,2000,2000,2022-02-24,POS INDONESIA
620220200166775,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EG290778817KR20220214,2022-02-16,145000,145000,2022-02-16,PT. TOKOPEDIA
620220200051884,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UY004612309FR20220203,2022-02-04,3000,3000,2022-02-12,POS INDONESIA
620220200029347,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EG290454691KR20220131,2022-02-03,14000,14000,2022-02-09,POS INDONESIA
620220200190041,2022-02-18,2022-04-18,Kirim Billing,040600,17,UV503471308UZ20220215,2022-02-18,2000,0,NA,NA
620220200199146,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ282658066SG20220217,2022-02-18,2000,2000,2022-02-24,POS INDONESIA
620220200251865,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,LP224829835SG20220223,2022-02-24,51000,51000,2022-02-26,POS INDONESIA
620220200013974,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,CC091226151NL20220128,2022-02-02,5000,5000,2022-02-07,POS INDONESIA
620220200272498,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP225094327SG20220224,2022-02-25,31000,0,NA,NA
620220200131504,2022-02-13,2022-04-13,Tunggu Rekon CEISA,040600,17,UV070266075DE20220205,2022-02-13,5000,5000,2022-02-19,POS INDONESIA
620220200143291,2022-02-14,2022-04-14,Kirim Billing,040600,17,UQ284440702SG20220211,2022-02-14,41000,0,NA,NA
620220200183056,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LV292839845CN20220215,2022-02-17,19000,19000,2022-02-23,POS INDONESIA
620220200212279,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EV010614167CN20220218,2022-02-21,485000,485000,2022-02-23,POS INDONESIA
620220200251338,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ283655097SG20220219,2022-02-24,3000,0,NA,NA
620220200039939,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UV069158017DE20220128,2022-02-04,613000,613000,2022-02-12,POS INDONESIA
620220200227452,2022-02-22,2022-04-22,Kirim Billing,040600,17,UQ291623051SG20220221,2022-02-22,2000,0,NA,NA
620220200085404,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,RX122917485JP20220125,2022-02-08,17000,17000,2022-02-08,PT. TOKOPEDIA
620220200266606,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP590206392MY20220224,2022-02-25,27000,0,NA,NA
620220200232176,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP221795752SG20220124,2022-02-22,38000,0,NA,NA
620220200016378,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UV490979037UZ20220128,2022-02-02,2000,2000,2022-02-12,POS INDONESIA
620220200074569,2022-02-07,2022-04-07,Kirim Billing,040600,17,LP589134680MY20220204,2022-02-07,2000,0,NA,NA
620220200019186,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UD429231770MY20220128,2022-02-02,14000,14000,2022-02-08,POS INDONESIA
620220200016289,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UV490500198UZ20220128,2022-02-02,19000,19000,2022-02-08,POS INDONESIA
620220200229000,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP590066871MY20220217,2022-02-22,3000,0,NA,NA
620220200052375,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287213214SG20220203,2022-02-04,2000,2000,2022-02-11,POS INDONESIA
620220200256287,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224980299SG20220223,2022-02-24,53000,0,NA,NA
620220200229326,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP356809477SG20220221,2022-02-22,5000,0,NA,NA
620220200180916,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP222246831SG20220215,2022-02-17,659000,659000,2022-02-24,POS INDONESIA
620220200098303,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ292945251SG20220127,2022-02-09,9000,9000,2022-02-18,POS INDONESIA
620220200098841,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ284148091SG20220208,2022-02-09,1000,1000,2022-02-14,POS INDONESIA
620220200167410,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EN156967923JP20220214,2022-02-16,175000,175000,2022-02-21,POS INDONESIA
620220200112751,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589982561MY20220209,2022-02-10,4000,4000,2022-02-17,POS INDONESIA
620220200076825,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP222836895SG20220207,2022-02-08,10000,10000,2022-02-12,POS INDONESIA
620220200255156,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP590193708MY20220223,2022-02-24,1000,0,NA,NA
620220200232673,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UV468301565UZ20220218,2022-02-22,2000,2000,2022-02-23,POS INDONESIA
620220200111237,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589964792MY20220209,2022-02-10,1000,1000,2022-02-16,POS INDONESIA
620220200232466,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RC800910238MD20220217,2022-02-22,24000,24000,2022-02-26,POS INDONESIA
620220200158963,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,EN154604515JP20220214,2022-02-15,115000,115000,2022-02-17,POS INDONESIA
620220200248985,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ286881336SG20220218,2022-02-24,3000,0,NA,NA
620220200192525,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UM616089143US20220214,2022-02-18,100000,100000,2022-02-22,POS INDONESIA
620220200213385,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224290577SG20220218,2022-02-21,19000,19000,2022-02-26,POS INDONESIA
620220200148405,2022-02-15,2022-04-15,Kirim Billing,040600,17,UT001612675NL20220212,2022-02-15,72000,0,NA,NA
620220200159141,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,CC088094946NL20220214,2022-02-15,5000,5000,2022-02-17,POS INDONESIA
620220200212409,2022-02-21,2022-04-21,Kirim Billing,040600,17,LB417268548US20220209,2022-02-21,122000,0,NA,NA
620220200212461,2022-02-21,2022-04-21,Kirim Billing,040600,17,LC1000685415020220214,2022-02-21,5000,0,NA,NA
620220200078507,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223559646SG20220207,2022-02-08,5000,5000,2022-02-12,POS INDONESIA
620220200085214,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,RX122627109JP20220124,2022-02-08,24000,24000,2022-02-16,POS INDONESIA
620220200181269,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223749971SG20220214,2022-02-17,3000,3000,2022-02-21,POS INDONESIA
620220200140920,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LV407675860CN20220212,2022-02-14,38000,38000,2022-02-20,POS INDONESIA
620220200135550,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP037270607HK20220213,2022-02-14,19000,19000,2022-02-21,POS INDONESIA
620220200097932,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UN028924725JP20220208,2022-02-09,81000,81000,2022-02-16,POS INDONESIA
620220200116999,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,CP950734556HK20220207,2022-02-11,833000,833000,2022-02-12,POS INDONESIA
620220200248970,2022-02-24,2022-04-24,Kirim Billing,040600,17,UD344790994NL20220218,2022-02-24,5000,0,NA,NA
620220200144666,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EV733186205CN20220211,2022-02-14,80000,80000,2022-02-18,POS INDONESIA
620220200144499,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UQ284842207SG20220211,2022-02-14,3000,3000,2022-02-19,POS INDONESIA
620220200018518,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ287106405SG20220128,2022-02-02,2000,2000,2022-02-08,POS INDONESIA
620220200041302,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LC1000681860020220202,2022-02-04,4000,4000,2022-02-11,POS INDONESIA
620220200135971,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EX235331825SG20220213,2022-02-14,27000,27000,2022-02-17,POS INDONESIA
620220200047937,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LW460694756DE20220131,2022-02-04,41000,41000,2022-02-09,POS INDONESIA
620220200200416,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,ES342415545KR20220217,2022-02-18,197000,197000,2022-02-18,NA
620220200015209,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222946768SG20220127,2022-02-02,30000,30000,2022-02-10,POS INDONESIA
620220200126204,2022-02-12,2022-04-12,Kirim Billing,040600,17,UJ083773072US20220204,2022-02-12,14000,0,NA,NA
620220200011580,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,RP030023800LV20220131,2022-02-02,85000,85000,2022-02-08,POS INDONESIA
620220200084102,2022-02-08,2022-04-08,Kirim Billing,040600,17,LP223716465SG20220207,2022-02-08,46000,0,NA,NA
620220200268820,2022-02-25,2022-04-25,Kirim Billing,040600,17,EL509031896JP20220221,2022-02-25,945000,0,NA,NA
620220200083985,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP222740755SG20220207,2022-02-08,273000,273000,2022-02-13,POS INDONESIA
620220200235326,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP224754690SG20220222,2022-02-23,3000,0,NA,NA
620220200207238,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,10,SPSA-364/WBC.08/KPP.MP.03/2022,2022-02-21,9000,9000,2022-02-23,POS INDONESIA
620220200100806,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223286602SG20220208,2022-02-09,74000,74000,2022-02-15,POS INDONESIA
620220200266268,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP225106056SG20220224,2022-02-25,43000,0,NA,NA
620220200018604,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222468382SG20220129,2022-02-02,71000,71000,2022-02-03,PT. TOKOPEDIA
620220200179546,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223858398SG20220215,2022-02-17,5000,5000,2022-02-21,POS INDONESIA
620220200127699,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UG733573694GB20220204,2022-02-12,73000,73000,2022-02-17,POS INDONESIA
620220200149111,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223609339SG20220212,2022-02-15,58000,58000,2022-02-18,POS INDONESIA
620220200238369,2022-02-23,2022-04-23,Kirim Billing,040600,17,LC1000683029620220218,2022-02-23,1000,0,NA,NA
620220200232035,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RS924262836DE20220210,2022-02-22,145000,145000,2022-02-23,PT. TOKOPEDIA
620220200106942,2022-02-10,2022-04-10,Kirim Billing,040600,17,LD120270910FR20220209,2022-02-10,2000,0,NA,NA
620220200032794,2022-02-03,2022-04-03,Kirim Billing,040600,17,LP222861339SG20220202,2022-02-03,41000,0,NA,NA
620220200086827,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,EG774556545JP20220206,2022-02-08,811000,811000,2022-02-14,POS INDONESIA
620220200267575,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224419101SG20220223,2022-02-25,51000,0,NA,NA
620220200266141,2022-02-25,2022-04-25,Kirim Billing,040600,17,RL925324735CH20220224,2022-02-25,121000,0,NA,NA
620220200144758,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EB042780695KR20220211,2022-02-14,156000,156000,2022-02-17,POS INDONESIA
620220200272238,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ297748721SG20220224,2022-02-25,4000,0,NA,NA
620220200141874,2022-02-14,2022-04-14,Kirim Billing,040600,17,LP223469044SG20220212,2022-02-14,56000,0,NA,NA
620220200203746,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,CY112720965US20220214,2022-02-21,783000,783000,2022-02-25,POS INDONESIA
620220200221283,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EX235352666SG20220218,2022-02-22,479000,479000,2022-02-24,POS INDONESIA
620220200136967,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EB042780713KR20220212,2022-02-14,81000,81000,2022-02-17,POS INDONESIA
620220200213383,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224286073SG20220218,2022-02-21,15000,15000,2022-02-26,POS INDONESIA
620220200259791,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ296020251SG20220223,2022-02-24,2000,0,NA,NA
620220200154344,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LC1000680790320220207,2022-02-15,21000,21000,2022-02-22,POS INDONESIA
620220200187995,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UQ294294607SG20220214,2022-02-17,2000,2000,2022-02-25,POS INDONESIA
620220200052241,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ288664507SG20220203,2022-02-04,2000,2000,2022-02-14,POS INDONESIA
620220200227241,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP224571612SG20220221,2022-02-22,12000,12000,2022-02-24,POS INDONESIA
620220200166381,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,ES297115741KR20220215,2022-02-16,238000,238000,2022-02-16,PT. TOKOPEDIA
620220200143536,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP589824720MY20220211,2022-02-14,2000,2000,2022-02-18,POS INDONESIA
620220200079636,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589817091MY20220207,2022-02-08,19000,19000,2022-02-10,POS INDONESIA
620220200242692,2022-02-23,2022-04-23,Kirim Billing,040600,17,CC091427272NL20220216,2022-02-23,5000,0,NA,NA
620220200143352,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UY005574880FR20220211,2022-02-14,3000,3000,2022-02-24,POS INDONESIA
620220200099763,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP589868650MY20220208,2022-02-09,43000,43000,2022-02-15,POS INDONESIA
620220200242795,2022-02-23,2022-04-23,Kirim Billing,040600,17,CN034306917JP20220222,2022-02-23,121000,0,NA,NA
620220200027770,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222818931SG20220131,2022-02-03,2000,2000,2022-02-11,POS INDONESIA
620220200156193,2022-02-15,2022-04-15,Kirim Billing,040600,17,LP223535548SG20220214,2022-02-15,27000,0,NA,NA
620220200031550,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222387247SG20220131,2022-02-03,128000,128000,2022-02-07,POS INDONESIA
620220200121838,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,CG012413429DE20220210,2022-02-11,98000,98000,2022-02-15,POS INDONESIA
620220200215362,2022-02-21,2022-04-21,Kirim Billing,040600,17,LV420652523CN20220219,2022-02-21,14000,0,NA,NA
620220200264649,2022-02-25,2022-04-25,Kirim Billing,040600,17,RL555579384IN20220224,2022-02-25,5000,0,NA,NA
620220200078010,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LV409491373CN20220207,2022-02-08,2000,2000,2022-02-12,POS INDONESIA
620220200177397,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LY333676300DE20220215,2022-02-17,10000,10000,2022-02-24,POS INDONESIA
620220200069636,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LV406832440CN20220204,2022-02-07,14000,14000,2022-02-10,POS INDONESIA
620220200188432,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223985697SG20220216,2022-02-17,4000,4000,2022-02-22,POS INDONESIA
620220200106433,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP223240101SG20220209,2022-02-10,11000,11000,2022-02-11,BANK NEGARA INDONESIA
620220200018505,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ287196388SG20220128,2022-02-02,2000,2000,2022-02-08,POS INDONESIA
620220200144798,2022-02-14,2022-04-14,Kirim Billing,040600,17,EY109690288AU20220211,2022-02-14,190000,0,NA,NA
620220200029860,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222701955SG20220201,2022-02-03,2000,2000,2022-02-10,POS INDONESIA
620220200174568,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,RP814050750SG20220215,2022-02-16,3000,3000,2022-02-19,POS INDONESIA
620220200228258,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ284191982SG20220214,2022-02-22,2000,2000,2022-02-26,POS INDONESIA
620220200058749,2022-02-06,2022-04-06,Tunggu Rekon CEISA,040600,17,UB371124562NL20220202,2022-02-06,93000,93000,2022-02-10,POS INDONESIA
620220200016439,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UD428162786MY20220124,2022-02-02,1000,1000,2022-02-11,POS INDONESIA
620220200083612,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,CY555866990DE20220205,2022-02-08,209000,209000,2022-02-12,POS INDONESIA
620220200217587,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,UY005075345FR20220214,2022-02-21,172000,172000,2022-02-23,POS INDONESIA
620220200218443,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224001071SG20220218,2022-02-21,2000,2000,2022-02-23,POS INDONESIA
620220200147242,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UQ285938153SG20220211,2022-02-14,34000,34000,2022-02-25,POS INDONESIA
620220200078874,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,RU866126198NL20220207,2022-02-08,12000,12000,2022-02-11,POS INDONESIA
620220200045065,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP223258694SG20220203,2022-02-04,83000,83000,2022-02-09,POS INDONESIA
620220200101962,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP222961235SG20220208,2022-02-09,5000,5000,2022-02-15,POS INDONESIA
620220200221823,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EX235405647SG20220219,2022-02-22,914000,914000,2022-02-23,POS INDONESIA
620220200070754,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,CD431175189JP20220204,2022-02-07,56000,56000,2022-02-10,POS INDONESIA
620220200270398,2022-02-25,2022-04-25,Kirim Billing,040600,17,UV509727094UZ20220224,2022-02-25,2000,0,NA,NA
620220200179647,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RC551980725CH20220215,2022-02-17,309000,309000,2022-02-21,POS INDONESIA
620220200016456,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UV469234540UZ20220128,2022-02-02,2000,2000,2022-02-05,POS INDONESIA
620220200231160,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UY950171532GB20220205,2022-02-22,97000,97000,2022-02-26,POS INDONESIA
620220200042903,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UY949900667GB20220202,2022-02-04,53000,53000,2022-02-17,POS INDONESIA
620220200069757,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223339441SG20220204,2022-02-07,34000,34000,2022-02-10,POS INDONESIA
620220200002326,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,RN648978477GB20220129,2022-02-02,283000,283000,2022-02-05,POS INDONESIA
620220200237568,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP224706235SG20220222,2022-02-23,42000,42000,2022-02-25,POS INDONESIA
620220200264981,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224745548SG20220224,2022-02-25,347000,0,NA,NA
620220200011989,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP223007016SG20220131,2022-02-02,17000,17000,2022-02-07,POS INDONESIA
620220200248977,2022-02-24,2022-04-24,Kirim Billing,040600,17,UV491826077UZ20220218,2022-02-24,14000,0,NA,NA
620220200013967,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,EN154031321JP20220128,2022-02-02,32000,32000,2022-02-07,POS INDONESIA
620220200249585,2022-02-24,2022-04-24,Kirim Billing,040600,17,EI003078640NL20220223,2022-02-24,1390000,0,NA,NA
620220200251827,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,EL544550481JP20220221,2022-02-24,1679000,1679000,2022-02-24,POS INDONESIA
620220200199610,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,EN154185186JP20220216,2022-02-18,245000,245000,2022-02-23,POS INDONESIA
620220200182160,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RC623153244DE20220215,2022-02-17,211000,211000,2022-02-24,POS INDONESIA
